gid,cat,Hetereogen,Uncertain,label,dakar_dominance,dakar_pielou,dakar_renyi,dakar_richness,dakar_shannon,dakar_simpson,dakar_cl_10_patchnum,dakar_cl_10_patchdensity,dakar_cl_10_mps,dakar_cl_10_padcv,dakar_cl_10_padrange,dakar_cl_10_padsd,dakar_cl_10_shape,dakar_cl_22_patchnum,dakar_cl_22_patchdensity,dakar_cl_22_mps,dakar_cl_22_padcv,dakar_cl_22_padrange,dakar_cl_22_padsd,dakar_cl_22_shape,dakar_cl_23_patchnum,dakar_cl_23_patchdensity,dakar_cl_23_mps,dakar_cl_23_padcv,dakar_cl_23_padrange,dakar_cl_23_padsd,dakar_cl_23_shape,dakar_cl_33_patchnum,dakar_cl_33_patchdensity,dakar_cl_33_mps,dakar_cl_33_padcv,dakar_cl_33_padrange,dakar_cl_33_padsd,dakar_cl_33_shape,dakar_cl_34_patchnum,dakar_cl_34_patchdensity,dakar_cl_34_mps,dakar_cl_34_padcv,dakar_cl_34_padrange,dakar_cl_34_padsd,dakar_cl_34_shape,dakar_cl_45_patchnum,dakar_cl_45_patchdensity,dakar_cl_45_mps,dakar_cl_45_padcv,dakar_cl_45_padrange,dakar_cl_45_padsd,dakar_cl_45_shape,dakar_cl_99_patchnum,dakar_cl_99_patchdensity,dakar_cl_99_mps,dakar_cl_99_padcv,dakar_cl_99_padrange,dakar_cl_99_padsd,dakar_cl_99_shape,dakar_cl_111_patchnum,dakar_cl_111_patchdensity,dakar_cl_111_mps,dakar_cl_111_padcv,dakar_cl_111_padrange,dakar_cl_111_padsd,dakar_cl_111_shape,dakar_cl_112_patchnum,dakar_cl_112_patchdensity,dakar_cl_112_mps,dakar_cl_112_padcv,dakar_cl_112_padrange,dakar_cl_112_padsd,dakar_cl_112_shape,dakar_cl_113_patchnum,dakar_cl_113_patchdensity,dakar_cl_113_mps,dakar_cl_113_padcv,dakar_cl_113_padrange,dakar_cl_113_padsd,dakar_cl_113_shape,area,perimeter,compact_circle,compact_square,fd,NDVI_stddev,NDVI_median,NDWI_stddev,NDWI_median,mean_build_height,count_buildpixels,prop_10,prop_22,prop_23,prop_33,prop_34,prop_45,prop_99,prop_111,prop_112,prop_113
3358,22241,0,0,PLAN,0.198914622,0.888983636,1.502974746,6,1.592844847,0.777532609,7,5.808646585,0.00055,56.98028823,0.00095,0.000313392,3.626203338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15.76632645,0.001838158,156.9136026,0.009125,0.00288432,5.979699013,37,30.70284624,0.002722973,254.4213205,0.035125,0.006927824,9.341189238,18,14.93651979,0.003204167,165.9475615,0.02015,0.005317236,7.09954607,7,5.808646585,0.00825,81.43247227,0.0189,0.006718179,5.617690055,3,2.489419965,0.015441667,27.78338825,0.009175,0.004290218,4.924908331,12051,640,1.644612,0.686107,1.375234,0.128370145,0.143855,0.2200589,-0.273332,7.36,6470,1.2779,0,0,0,0,11.5924,33.44121,19.14364,19.16853,15.37632
3385,22259,YES,YES,PLAN,0.329949096,0.841328025,1.580228762,8,1.749492445,0.794072016,29,3.620926458,0.002789655,164.6804103,0.021025,0.004594016,11.29454852,33,4.12036459,0.001468939,112.0670202,0.007925,0.001646197,9.152002743,16,1.997752528,0.008542188,170.2952359,0.059125,0.014546938,6.97871021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,8.24072918,0.009758712,663.7867435,0.5298,0.064777037,11.93705756,160,19.97752528,0.002618438,278.27478,0.06675,0.007286451,22.98909282,70,8.740167312,0.003985357,198.612608,0.048125,0.007915422,14.92859907,24,2.996628793,0.014938542,153.0860028,0.0914,0.022868816,11.75326926,8,0.998876264,0.004459375,114.0127896,0.01605,0.005084258,5.784148772,80090,2176,2.169026,0.520224,1.361316,0.139330503,0.189981,0.198952374,-0.325584,5.49,26927,4.04045,2.42103,6.82607,0,0,32.16756,20.92396,13.93308,17.90611,1.78175
3416,22282,0,0,ACS,0.177517061,0.914632339,1.779936852,8,1.90192448,0.831351203,52,2.350537459,0.006570673,356.3401802,0.150175,0.023413948,13.62633867,88,3.977832624,0.01309858,265.7624383,0.298675,0.034811104,16.45357233,86,3.887427337,0.003959593,342.1831564,0.119725,0.01354906,14.24482629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,7.232422952,0.008432031,699.1287438,0.74285,0.058950754,20.10299617,189,8.543299612,0.004244312,177.1220194,0.06645,0.007517611,24.9597432,83,3.751819406,0.01188494,200.1230779,0.13965,0.023784507,18.08292969,29,1.31087666,0.011325,252.0037682,0.1173,0.028539427,8.82942481,5,0.226013217,0.04592,84.32577239,0.105875,0.038722395,4.069571372,221226,3268,1.960013,0.5757,1.31502,0.162070354,0.26504,0.176814648,-0.40377,5.46,61779,6.17785,20.84158,6.15705,0,0,24.39361,14.50417,17.83606,5.93827,4.15141
3425,22285,0,0,VEG,0.247524096,0.821449107,1.060209955,4,1.138770265,0.653616922,0,0,0,0,0,0,0,7,6.201275691,0.009771429,110.6733837,0.027475,0.010814371,3.479471964,9,7.973068746,0.008747222,242.881598,0.068675,0.021245393,5.515365816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.201275691,0.018446429,184.668583,0.100375,0.034064758,4.877001165,6,5.315379164,0.000991667,45.06584093,0.0012,0.000446903,3.338249176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11288,444,1.17888,0.957162,1.306505,0.106501852,0.362059,0.091130561,-0.495439,0,0,0,24.23813,27.89688,0,0,45.75656,2.10843,0,0,0
3434,22290,YES,YES,PLAN,0.718790723,0.553390213,0.623860987,5,0.89064719,0.464128555,0,0,0,0,0,0,0,5,4.255681335,0.04136,190.8801761,0.19835,0.078948041,4.826799481,15,12.767044,0.001295,111.6451177,0.005,0.001445804,6.134590829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7.660226402,0.006019444,112.2429853,0.021475,0.006756404,6.605651606,13,11.06477147,0.00095,98.78335101,0.00295,0.000938442,4.701677278,1,0.851136267,0.000975,0,0,0,1.441153384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11749,484,1.259621,0.895808,1.319334,0.119599436,0.484585,0.116883623,-0.589986,1.2,39,0,70.40599,6.61333,0,0,18.44412,4.20461,0.33194,0,0
3447,22295,0,0,PLAN,0.153925071,0.925977688,1.822882063,8,1.92551647,0.838440545,38,6.621708749,0.002647368,252.6416749,0.040325,0.006688356,9.324504501,31,5.401920296,0.006973387,221.1356871,0.08785,0.015420647,10.27538166,13,2.265321414,0.005326923,218.1141694,0.0446,0.011618774,6.83060246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,13.06916201,0.002605,237.3391229,0.050825,0.006182684,14.45660659,96,16.72852737,0.003463802,247.1996534,0.069875,0.008562507,19.34016081,36,6.273197763,0.008411806,146.1265258,0.048175,0.012291879,12.68864016,13,2.265321414,0.012832692,111.948763,0.040525,0.01436604,6.194267471,4,0.697021974,0.012775,61.80406598,0.020275,0.007895469,2.986024198,57387,1426,1.679221,0.671966,1.325591,0.200064912,0.252986,0.225525917,-0.36873,4.44,20830,7.01204,15.06787,4.82688,0,0,13.61807,23.17772,21.10757,11.62807,3.56178
3477,22316,0,0,PLAN,0.317061167,0.837062792,1.494344127,7,1.628848982,0.775604268,33,5.369258554,0.00304697,471.0582008,0.0841,0.014353001,8.459577884,7,1.138933633,0.000607143,41.62777885,0.000775,0.00025274,3.949869693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5.531963359,0.004111029,212.9919594,0.036675,0.008756162,11.4212365,96,15.61966125,0.004250781,271.1316339,0.08875,0.011525213,19.07069083,53,8.623354648,0.005384906,154.5637883,0.044825,0.008323114,15.53174589,42,6.833601796,0.011675,140.2968768,0.074375,0.01637966,13.84148607,14,2.277867265,0.007723214,84.78245743,0.02155,0.006547931,7.709299242,61461,1634,1.859291,0.606887,1.342042,0.110112884,0.148299,0.207681473,-0.254325,6.35,35355,6.54399,0.2766,0,0,0,9.09683,26.55831,18.57438,31.91292,7.03698
3488,22322,0,0,PLAN,0.418495376,0.766433283,1.262646144,6,1.373264093,0.717095571,6,5.028916269,0.005745833,165.525906,0.026475,0.009510843,4.752942678,8,6.705221691,0.0007125,180.1302494,0.00395,0.001283428,3.07953773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.676305423,0.000175,57.14285714,2.00E-04,1.00E-04,1.603567451,24,20.11566507,0.003440625,288.7721085,0.049825,0.009935565,10.81401197,9,7.543374403,0.013052778,133.2329148,0.056775,0.017390596,7.221085321,8,6.705221691,0.0072125,142.5998809,0.031275,0.010285016,5.276671542,0,0,0,0,0,0,0,11931,656,1.694184,0.666031,1.381961,0.129055521,0.140737,0.2067351,-0.240141,4.17,7007,11.55813,1.91099,0,0,0,0.11734,27.68418,39.3848,19.34456,0
3494,22324,YES,0,PLAN,0.275882324,0.867328647,1.685829239,8,1.803559218,0.814709282,44,6.477351352,0.001722727,148.6495977,0.012425,0.002560827,10.47879187,29,4.269163391,0.004816379,266.7332952,0.06935,0.012846887,7.806413013,9,1.324912777,0.002152778,92.1866631,0.005675,0.001984574,4.885264215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4.858013514,0.009005303,357.0333618,0.185525,0.032151936,10.58448368,117,17.2238661,0.003701496,338.4692221,0.1257,0.012528424,21.23587985,54,7.949476659,0.006468981,166.3099228,0.04125,0.010758558,14.58875964,31,4.563588453,0.010589516,156.2108184,0.073475,0.01654197,10.48515547,7,1.030487715,0.007932143,64.29728575,0.013925,0.005100153,5.071350434,67929,1530,1.655994,0.681391,1.318152,0.194296468,0.166935,0.233997615,-0.293532,5.33,29325,4.46348,8.22476,1.1409,0,0,17.49915,25.50163,20.57001,19.33048,3.26959
3500,22328,0,0,PLAN,0.103057373,0.947038987,1.768721214,7,1.842852776,0.829449052,17,6.882312457,0.003710294,353.2471856,0.056075,0.01310651,6.291127071,20,8.096838185,0.00405125,125.0049977,0.022675,0.005064265,8.167956899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9.311363912,0.001091304,80.54302437,0.003225,0.00087897,7.984609199,57,23.07598883,0.002752193,275.9529266,0.049525,0.007594757,11.99269366,21,8.501680094,0.00570119,197.0895985,0.040575,0.011236453,9.096478888,18,7.287154366,0.00425,185.9420149,0.0285,0.007902536,7.158705108,6,2.429051455,0.015870833,110.6263229,0.047325,0.017557319,3.945422157,24701,952,1.708735,0.660359,1.356171,0.158621363,0.215995,0.212933955,-0.322904,7.32,11658,10.21416,13.12093,0,0,0,4.06461,25.40383,19.38788,12.38816,15.42043
3524,22341,0,0,PLAN,0.381177704,0.816692272,1.573624886,8,1.698263838,0.792707593,17,7.282073249,0.004332353,195.2737459,0.03675,0.008459948,8.880361943,5,2.14178625,0.00253,52.45686241,0.00375,0.001327159,3.423067528,1,0.42835725,0.0014,0,0,0,1.269490899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6.853715999,0.003684375,281.98843,0.043125,0.010389511,5.508735064,31,13.27907475,0.004945161,434.6751675,0.1222,0.021495388,11.83800887,25,10.70893125,0.006479,161.6573299,0.0392,0.010473778,10.75880168,13,5.568644249,0.008290385,108.0291006,0.03395,0.008956028,7.356277764,2,0.8567145,0.0069625,41.11310592,0.005725,0.0028625,2.330424792,23345,894,1.650576,0.683627,1.351285,0.145412726,0.119128,0.216328959,-0.223333,4.74,11347,12.6194,2.16749,0.23988,0,0,10.10066,26.26687,27.75327,18.46648,2.38595
3536,22351,0,0,ACS,0.14704111,0.929288173,1.832476039,8,1.932400431,0.839983131,17,1.600919116,0.015227941,195.2578935,0.111375,0.029733757,7.173775946,56,5.273615911,0.0109375,197.9580708,0.098525,0.021651664,13.27585502,43,4.049383646,0.003930233,158.9709118,0.03485,0.006247927,12.30855766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,10.26471668,0.003720872,376.4780554,0.116325,0.014008265,15.60420162,161,15.16164574,0.003214596,322.1304913,0.118575,0.010355195,21.22574198,41,3.861040221,0.010656098,259.2152186,0.16825,0.027622227,10.89663101,11,1.03588884,0.009134091,173.358378,0.044325,0.015834712,4.897817531,4,0.376686851,0.0384625,101.5413646,0.090225,0.039055347,4.436091526,106189,1998,1.72962,0.652385,1.313388,0.186928741,0.325513,0.205938992,-0.439623,5.87,27649,9.75148,23.07207,6.36601,0,0,15.27748,19.49543,16.45745,3.78476,5.79533
3545,22355,0,0,ACS,0.665378065,0.658063315,0.999844336,7,1.280532084,0.632063289,6,2.099370189,0.000875,111.6237607,0.002675,0.000976708,3.588340909,7,2.44926522,0.001732143,131.9735816,0.006725,0.002285971,5.040250362,7,2.44926522,0.006235714,65.9831101,0.010975,0.004114518,3.482097069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5.248425472,0.025695,360.5170249,0.372225,0.09263485,8.025597346,33,11.54653604,0.002138636,98.9864284,0.009575,0.00211696,9.749319894,26,9.097270819,0.006865385,173.3116491,0.04355,0.011898511,8.651039024,6,2.099370189,0.0031625,144.8983681,0.012975,0.004582411,4.428319453,0,0,0,0,0,0,0,28580,824,1.374963,0.820661,1.308746,0.103129398,0.159498,0.145362373,-0.295736,2.37,7899,0.73478,1.69699,6.10917,0,0,53.94332,9.87754,24.98251,2.6557,0
3569,22367,0,0,PLAN,0.280197767,0.865253357,1.666795214,8,1.799243775,0.811148675,18,15.02629602,0.002370833,195.2342675,0.019075,0.004628679,6.982791216,4,3.339176893,0.0039375,77.32814641,0.008075,0.003044796,3.88449298,1,0.834794223,4.00E-04,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10.01753068,0.00144375,140.060295,0.00655,0.002022121,5.014265364,29,24.20903247,0.00319569,334.0695749,0.052875,0.010675827,9.493285575,16,13.35670757,0.003492188,206.3746106,0.030875,0.007206988,7.424519509,12,10.01753068,0.003577083,135.9748765,0.0177,0.004863935,6.141898557,3,2.50438267,0.010616667,108.1642336,0.02595,0.011483436,2.857692255,11979,612,1.57738,0.71535,1.366584,0.177304266,0.137912,0.238257129,-0.236255,6.67,5226,14.24994,5.2592,0.13357,0,0,5.78512,30.94582,18.65765,14.33342,10.63528
3586,22378,0,0,PLAN,0.306763279,0.852478046,1.6769327,8,1.772678263,0.813053481,15,3.13820662,0.008306667,179.4085156,0.055625,0.014902867,8.520137721,22,4.602703042,0.013278409,231.2874537,0.1507,0.030711294,10.09739584,12,2.510565296,0.0023,93.58983904,0.0074,0.002152566,5.688231558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,10.66990251,0.001617647,198.2876281,0.02195,0.003207594,10.2183584,91,19.03845349,0.003177198,160.8690705,0.03615,0.005111129,17.50965147,30,6.276413239,0.007633333,114.6908857,0.040425,0.008754738,10.54771985,8,1.673710197,0.018740625,111.4194369,0.062825,0.020880699,5.940059665,3,0.627641324,2.50E-05,0,0,0,1.732050808,47798,1136,1.465779,0.769815,1.305882,0.207079023,0.320022,0.232951775,-0.426037,4.08,15160,10.42721,24.44663,2.30972,0,0,6.90405,24.19557,19.16398,12.54655,0.00628
3600,22383,0,0,PLAN,0.37840068,0.788810559,1.309178314,6,1.413358789,0.729958145,23,22.2243695,0.000676087,251.4882656,0.0084,0.001700279,6.635945427,1,0.966276935,0.000825,0,0,0,1.74077656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8.696492415,0.001394444,165.9413964,0.007575,0.002313961,4.016896584,24,23.19064644,0.002989583,245.6809126,0.03745,0.007344836,8.614513521,21,20.29181563,0.003554762,292.5284815,0.047775,0.010398691,6.240357599,1,0.966276935,0.0834,0,0,0,4.518845431,0,0,0,0,0,0,0,10349,586,1.624963,0.694403,1.378813,0.118726762,0.11966,0.204984302,-0.208837,4.45,6322,6.01024,0.31887,0,0,0,4.85071,27.73215,28.85303,32.235,0
3613,22389,0,0,PLAN,0.255980515,0.876899393,1.664326039,8,1.823461026,0.810681792,14,4.021948347,0.000914286,77.97055046,0.002875,0.000712874,6.187184335,20,5.745640495,0.00422875,139.6059396,0.024125,0.005903586,7.88294218,6,1.723692149,0.0072875,184.1730997,0.037175,0.013421615,3.610622154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11.77856302,0.00222561,221.7396105,0.02525,0.004935058,10.49404267,84,24.13169008,0.002776786,376.4591245,0.0902,0.010453463,13.59326878,35,10.05487087,0.003253571,175.0311375,0.025725,0.005694763,11.26080406,15,4.309230371,0.015686667,171.0126585,0.099975,0.026826186,7.591573339,2,0.57456405,0.027725,31.1091073,0.01725,0.008625,3.418574943,34809,1150,1.73879,0.648945,1.347823,0.171333759,0.211625,0.232888197,-0.322886,6.65,16185,1.47088,9.71875,5.02456,0,0,10.48579,26.80341,13.0857,27.03898,6.37192
3619,22393,0,0,PLAN,0.405699239,0.804899907,1.500958558,8,1.673742303,0.777083621,30,8.000426689,0.001315,143.1401129,0.00745,0.001882292,9.364604503,24,6.400341352,0.001884375,109.5999228,0.010125,0.002065274,9.616211896,11,2.933489786,0.001579545,130.4768638,0.00735,0.002060941,7.093314311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,14.40076804,0.002268056,193.0027896,0.02455,0.00437741,12.70129612,87,23.2012374,0.003442816,271.9623996,0.0735,0.009363165,19.03930892,26,6.933703131,0.009734615,230.6167672,0.110925,0.022449655,11.3299706,13,3.466851565,0.011705769,127.3299434,0.050225,0.014904949,7.812176722,1,0.26668089,0.008125,0,0,0,2.246535795,37498,1186,1.727729,0.6531,1.344154,0.166505384,0.202986,0.236323197,-0.32163,4.56,16536,4.20822,4.82426,1.85343,0,0,13.0647,31.95104,26.99877,16.23287,0.86671
3631,22399,0,0,PLAN,0.14360064,0.926203869,1.716876824,7,1.802309509,0.820373723,12,8.033203909,0.002164583,147.3995485,0.011425,0.003190586,5.677319244,13,8.702637569,0.004730769,109.8620386,0.02075,0.00519732,6.280446168,5,3.347168296,0.00228,83.55349495,0.004275,0.00190502,3.722928601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20.75244343,0.001627419,207.1789377,0.01515,0.00337167,8.492468826,34,22.76074441,0.002644118,215.7113769,0.02455,0.005703663,10.27237513,15,10.04150489,0.005831667,163.0303254,0.03665,0.009507385,6.888991388,6,4.016601955,0.007791667,138.6410227,0.025925,0.010802446,3.214356166,0,0,0,0,0,0,0,14938,686,1.583336,0.71266,1.358948,0.194874241,0.263421,0.226580381,-0.35919,4.17,5369,6.95542,16.46807,3.05262,0,0,13.50917,24.07283,23.42348,12.51841,0
3653,22416,0,0,PLAN,0.245123519,0.882120505,1.68021751,8,1.834318023,0.813666558,32,12.7800631,0.003340625,233.0601546,0.03415,0.007785666,9.603748878,16,6.390031551,0.004120313,111.9861267,0.017375,0.004614178,6.416531846,4,1.597507888,0.00428125,141.3231432,0.014325,0.006050397,3.324099132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6.789408523,0.002266176,95.86203125,0.00755,0.002172403,7.846019753,46,18.37134071,0.00358587,182.2420355,0.03385,0.006534962,12.70496701,20,7.987539438,0.00793,141.3866277,0.035725,0.01121196,8.36166265,7,2.795638803,0.007214286,143.2723216,0.027075,0.010336075,4.705813237,3,1.198130916,0.007816667,67.58036015,0.0129,0.005282531,4.163022571,25039,850,1.515324,0.744645,1.331973,0.179387962,0.198536,0.220442112,-0.296729,4.58,9302,17.07736,10.53157,2.73573,0,0,6.1544,26.35089,25.33648,8.06741,3.74616
3658,22418,0,0,PLAN,0.329117119,0.830867258,1.445132196,7,1.61679303,0.764285086,14,15.02790897,0.000980357,176.2969659,0.00685,0.00172834,4.587988198,13,13.9544869,0.002973077,153.4094393,0.017825,0.004560981,6.014872146,3,3.220266209,0.000583333,8.081220356,1.00E-04,4.71E-05,2.988071523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13.9544869,0.002496154,277.8954357,0.026425,0.006936698,5.412491971,28,30.05581795,0.001663393,107.3904795,0.00725,0.001786326,9.325227962,5,5.367110348,0.017595,119.0295714,0.0493,0.020943253,4.838071288,2,2.146844139,0.0058875,25.69002123,0.003025,0.0015125,2.419072307,0,0,0,0,0,0,0,9316,544,1.589934,0.709702,1.378403,0.166934339,0.254869,0.205931659,-0.340742,2.68,3990,5.89309,16.59511,0.7514,0,0,13.93302,19.99785,37.77372,5.05582,0
3681,22429,0,0,PLAN,0.348864436,0.820719145,1.477671265,7,1.597045713,0.771831586,17,8.658890643,0.003645588,188.460517,0.0294,0.006870494,8.676518227,6,3.056079051,0.001466667,134.8555337,0.0057,0.001977881,4.930266566,1,0.509346508,0.00355,0,0,0,1.384649241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7.640197626,0.002381667,98.08610607,0.00895,0.002336084,6.983735979,54,27.50471146,0.002526389,331.5087244,0.06045,0.0083752,13.5911666,32,16.29908827,0.004613281,258.2943012,0.058575,0.011915843,8.920670703,2,1.018693017,0.0483625,63.40139571,0.061325,0.0306625,5.007935032,0,0,0,0,0,0,0,19633,918,1.848181,0.610535,1.380318,0.141088223,0.137512,0.217563415,-0.220424,4.68,9774,12.6267,1.7929,0.72327,0,0,7.27856,27.79504,30.07691,19.70662,0
3765,22478,YES,0,ACS,0.19950479,0.897474819,1.663219669,7,1.746405359,0.81047222,20,8.002240627,0.00560125,114.6084151,0.0225,0.006419504,7.678486889,18,7.202016565,0.006968056,119.2308121,0.03175,0.008308069,7.284968045,22,8.80246469,0.001309091,179.5633293,0.011225,0.002350647,6.260841292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,16.40459329,0.001571341,167.1094247,0.014675,0.00262586,9.70172646,65,26.00728204,0.001960385,198.6490538,0.025775,0.003894285,12.6272394,26,10.40291282,0.006005769,222.6670142,0.05685,0.013372867,7.806999905,4,1.600448125,0.00264375,114.035996,0.00735,0.003014827,2.771434838,0,0,0,0,0,0,0,24993,1022,1.82363,0.618754,1.368611,0.200424339,0.306197,0.225999621,-0.387635,2.78,6669,17.92902,20.07362,4.60929,0,0,10.31089,20.39371,24.991,1.69247,0
3787,22494,0,0,PLAN,0.373088173,0.820582514,1.560701076,8,1.706353369,0.790011199,27,15.96877218,0.001260185,181.5874852,0.01135,0.002288339,7.887945956,12,7.097232079,0.00069375,141.45483,0.00265,0.000981343,4.000375358,2,1.182872013,0.0011875,36.84210526,0.000875,0.0004375,2.924038303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7.688668086,0.007511538,290.2741209,0.082825,0.021804052,4.456142599,28,16.56020819,0.003592857,179.5580029,0.0327,0.006451263,10.27035449,16,9.462976106,0.007553125,200.9985661,0.059825,0.015181673,8.255788706,9,5.32292406,0.004616667,119.3357873,0.01685,0.005509336,5.396437743,1,0.591436007,0.017325,0,0,0,2.450152394,16908,818,1.774607,0.635847,1.37781,0.124558779,0.142469,0.196920774,-0.253314,4.18,7189,8.04944,1.96948,0.56186,0,0,23.10149,23.79938,28.59002,9.82967,4.09865
3788,22495,0,0,PLAN,0.451909844,0.782677303,1.499322131,8,1.627531697,0.776718536,11,4.508011967,0.000747727,53.12283889,0.0014,0.000397214,4.768899372,21,8.606204664,0.001764286,106.5126198,0.0065,0.001879187,7.753900677,5,2.049096349,0.002595,124.2907492,0.00865,0.003225345,3.379924866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11.06512028,0.002997222,248.6384593,0.038425,0.007452247,7.953297608,46,18.85168641,0.003934239,217.4143985,0.046525,0.008553602,13.32826952,27,11.06512028,0.00587963,127.8843117,0.025675,0.007519124,10.40321725,10,4.098192697,0.01303,112.220738,0.0429,0.014622362,6.108525426,1,0.40981927,0.000825,0,0,0,1.827815388,24401,806,1.455547,0.775227,1.324853,0.174969718,0.198804,0.235528535,-0.324517,4.89,11595,1.34831,6.07352,2.12696,0,0,13.26585,29.66682,26.02352,21.35978,0.13524
3789,22496,0,0,PLAN,0.197212171,0.905160993,1.804136552,8,1.882229371,0.835383467,37,5.272983796,0.001595946,158.9127046,0.01345,0.002536161,9.464940432,73,10.40345452,0.001863699,161.529416,0.017425,0.003010422,14.49100267,22,3.135287663,0.001002273,104.3722076,0.005275,0.001046094,7.997040978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7.268166854,0.006731863,547.1697414,0.2664,0.036834716,13.25222332,135,19.2392652,0.002409444,203.0766983,0.04005,0.00489302,21.13692819,35,4.987957645,0.009952143,224.1315292,0.099725,0.02230589,13.2668995,40,5.700523023,0.0074475,178.9016352,0.068325,0.013323699,13.61299115,13,1.852669982,0.016571154,85.81306271,0.042625,0.014220215,7.395414068,70169,1484,1.580361,0.714001,1.308848,0.124667075,0.204616,0.194530966,-0.315499,6.76,34466,3.36616,7.75556,1.25697,0,0,19.57132,18.54238,19.85635,16.98186,12.28035
3791,22497,0,0,ACS,0.285128607,0.862882124,1.721492308,8,1.794312935,0.821200875,3,0.402592697,0.004333333,95.47955883,0.009275,0.004137448,4.144099141,26,3.489136707,0.006295192,172.3072178,0.043475,0.010847071,8.274264713,27,3.623334273,0.016077778,354.4498399,0.295275,0.056987658,5.619532332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.354939141,0.013445,278.9846743,0.151075,0.037509489,9.314152669,55,7.380866111,0.004982273,291.4978333,0.104775,0.014523217,13.04744908,10,1.341975657,0.001045,50.19136475,0.0016,0.0005245,6.407419443,7,0.93938296,0.058478571,111.0010709,0.1538,0.064911841,5.693143925,1,0.134197566,0.2222,0,0,0,4.046620891,74517,1122,1.159472,0.973184,1.251984,0.149255058,0.294533,0.166912873,-0.410023,9.65,25680,0.69783,8.78591,23.30207,0,0,18.04286,14.7094,0.56095,21.97351,11.92748
3805,22506,0,0,ACS,0.517448705,0.751159773,1.242770128,8,1.561992837,0.711416304,34,1.792681641,0.0078625,199.9789645,0.07175,0.015723346,10.56505257,62,3.269007698,0.004088306,221.5597806,0.05235,0.009058043,13.06451497,60,3.163555837,0.016569583,561.2382314,0.727475,0.092994836,7.990807217,0,0,0,0,0,0,0,2,0.105451861,0.0086875,78.99280576,0.013725,0.0068625,1.953506348,72,3.796267004,0.031160764,523.6876205,1.32665,0.163185063,14.40892078,135,7.118000633,0.002917593,255.1303355,0.07055,0.007443664,21.88514638,76,4.007170727,0.004750329,186.4457188,0.04775,0.008856785,16.23939785,2,0.105451861,0.1053375,1.388394446,0.002925,0.0014625,3.066492467,0,0,0,0,0,0,0,189660,1940,1.256634,0.897938,1.245857,0.132560376,0.262691,0.16557157,-0.407883,3.39,22868,5.63798,5.34588,20.96752,0,0.36645,47.31783,8.30697,7.61415,4.44321,0
3832,22523,0,0,PLAN,0.287830813,0.852084222,1.528719994,7,1.658079336,0.783186988,26,9.595866396,0.001266346,119.8036442,0.007725,0.001517129,9.603065586,6,2.214430707,0.004279167,58.91266377,0.006275,0.002520971,4.524626976,5,1.845358922,0.002645,97.51651886,0.005875,0.002579312,3.434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14.76287138,0.003075,259.7423562,0.04205,0.007987077,11.28413746,67,24.72780956,0.002806343,324.916368,0.074725,0.009118269,14.26369045,28,10.33400996,0.006797321,217.0981458,0.075425,0.014756859,11.22603845,9,3.32164606,0.011577778,113.0416751,0.037025,0.013087714,5.638161718,0,0,0,0,0,0,0,27095,1068,1.830298,0.6165,1.36641,0.15882087,0.189703,0.224245029,-0.308521,3.62,11781,4.86068,3.79037,1.95239,0,0,18.15833,27.75789,28.09743,15.38291,0
