gid,cat,Hetereogen,Uncertain,label,dakar_dominance,dakar_pielou,dakar_renyi,dakar_richness,dakar_shannon,dakar_simpson,dakar_cl_10_patchnum,dakar_cl_10_patchdensity,dakar_cl_10_mps,dakar_cl_10_padcv,dakar_cl_10_padrange,dakar_cl_10_padsd,dakar_cl_10_shape,dakar_cl_22_patchnum,dakar_cl_22_patchdensity,dakar_cl_22_mps,dakar_cl_22_padcv,dakar_cl_22_padrange,dakar_cl_22_padsd,dakar_cl_22_shape,dakar_cl_23_patchnum,dakar_cl_23_patchdensity,dakar_cl_23_mps,dakar_cl_23_padcv,dakar_cl_23_padrange,dakar_cl_23_padsd,dakar_cl_23_shape,dakar_cl_33_patchnum,dakar_cl_33_patchdensity,dakar_cl_33_mps,dakar_cl_33_padcv,dakar_cl_33_padrange,dakar_cl_33_padsd,dakar_cl_33_shape,dakar_cl_34_patchnum,dakar_cl_34_patchdensity,dakar_cl_34_mps,dakar_cl_34_padcv,dakar_cl_34_padrange,dakar_cl_34_padsd,dakar_cl_34_shape,dakar_cl_45_patchnum,dakar_cl_45_patchdensity,dakar_cl_45_mps,dakar_cl_45_padcv,dakar_cl_45_padrange,dakar_cl_45_padsd,dakar_cl_45_shape,dakar_cl_99_patchnum,dakar_cl_99_patchdensity,dakar_cl_99_mps,dakar_cl_99_padcv,dakar_cl_99_padrange,dakar_cl_99_padsd,dakar_cl_99_shape,dakar_cl_111_patchnum,dakar_cl_111_patchdensity,dakar_cl_111_mps,dakar_cl_111_padcv,dakar_cl_111_padrange,dakar_cl_111_padsd,dakar_cl_111_shape,dakar_cl_112_patchnum,dakar_cl_112_patchdensity,dakar_cl_112_mps,dakar_cl_112_padcv,dakar_cl_112_padrange,dakar_cl_112_padsd,dakar_cl_112_shape,dakar_cl_113_patchnum,dakar_cl_113_patchdensity,dakar_cl_113_mps,dakar_cl_113_padcv,dakar_cl_113_padrange,dakar_cl_113_padsd,dakar_cl_113_shape,area,perimeter,compact_circle,compact_square,fd,NDVI_stddev,NDVI_median,NDWI_stddev,NDWI_median,mean_build_height,count_buildpixels,prop_10,prop_22,prop_23,prop_33,prop_34,prop_45,prop_99,prop_111,prop_112,prop_113
32933,19465,0,0,VEG,0.40200328,0.634080846,0.568404479,3,0.696609009,0.433571533,0,0,0,0,0,0,0,10,4.485713004,0.00139,245.9642686,0.011575,0.003418903,3.371550995,37,16.59713812,0.010546622,587.0549962,0.382,0.061914469,4.710412349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10.31713991,0.00666087,238.6562457,0.07605,0.015896581,7.664641955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22293,890,1.681515,0.671049,1.356613,0.104694011,0.46431,0.081622749,-0.504354,0,0,0,2.49406,70.01749,0,0,27.48845,0,0,0,0
32982,19497,YES,0,PLAN,0.481680367,0.731169069,1.143751959,6,1.310079102,0.681378678,2,0.342295778,0.001075,53.48837209,0.00115,0.000575,2.426237397,36,6.161324,0.003940972,146.7649817,0.02245,0.005783967,8.980176406,19,3.251809889,0.030727632,261.7711222,0.362575,0.080436066,7.675853415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.738366222,0.034134375,340.0056554,0.482425,0.116058805,10.00650022,50,8.557394445,0.0010735,105.4262661,0.00525,0.001131751,12.13965947,14,2.396070444,0.009503571,93.44768574,0.024775,0.008880868,5.8942835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58429,1196,1.395764,0.808431,1.291366,0.178262782,0.355947,0.139078438,-0.479618,2.72,5322,0.14719,9.71264,39.96817,0,0,37.38897,3.67455,9.10849,0,0
32997,19503,0,0,PLAN,0.578618756,0.640483953,0.903447764,5,1.030819157,0.594829683,0,0,0,0,0,0,0,7,5.057438046,0.001339286,192.2805358,0.007575,0.002575186,2.711088342,2,1.444982299,0.000325,46.15384615,3.00E-04,0.00015,2.647567824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.167473448,0.054033333,132.0002227,0.154575,0.07132412,5.588445381,29,20.95224334,0.00095431,59.74242296,0.002225,0.000570128,9.467531164,4,2.889964598,0.03655625,111.6081136,0.1007,0.040799741,5.642089738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13841,628,1.505813,0.749349,1.35129,0.086369163,0.12563,0.12206071,-0.307112,2.7,5849,0,2.70934,0.18785,0,0,46.84633,7.99798,42.25851,0,0
33010,19513,0,0,ACS,0.682649268,0.649187673,0.913559488,7,1.263260881,0.598906009,1,0.218655705,0.000575,0,0,0,1.355343691,19,4.15445839,0.006377632,136.8617344,0.02675,0.008728537,9.551798131,9,1.967901343,0.076419444,279.7240123,0.681,0.213763536,6.146587121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.935802685,0.008547222,149.5027093,0.05005,0.012778329,8.419650727,19,4.15445839,0.001221053,67.03279153,0.00305,0.000818506,7.385986848,7,1.530589933,0.012278571,108.9587979,0.035975,0.013378584,5.423431807,1,0.218655705,0.070825,0,0,0,1.963328646,0,0,0,0,0,0,0,45734,1072,1.414068,0.797967,1.300446,0.211082569,0.508648,0.158252953,-0.533055,4.45,6271,0.05029,10.59824,60.15437,0,0,13.45607,2.02912,7.51738,6.19452,0
33080,19836,0,0,PLAN,0.542126065,0.697433682,1.035805489,6,1.249633405,0.645059635,6,5.055611729,0.002125,106.3757567,0.006475,0.002260485,5.313689313,4,3.370407819,0.00240625,70.26778167,0.004675,0.001690818,3.083365508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7.583417594,0.01315,177.0347994,0.0639,0.023280076,5.195913582,18,15.16683519,0.001105556,108.8160178,0.005,0.001203022,7.425530622,4,3.370407819,0.03214375,165.3462923,0.124125,0.053148499,4.483041045,1,0.842601955,0.0075,0,0,0,1.876388375,0,0,0,0,0,0,0,11868,554,1.434551,0.786573,1.346714,0.080767708,0.106735,0.118404821,-0.239463,2.37,5443,4.29727,3.24402,0,0,0,39.88878,6.70711,43.33502,2.52781,0
33096,19571,0,0,VEG,1.253513558,0.221148235,0.188786747,5,0.355924354,0.172036947,0,0,0,0,0,0,0,8,1.210598792,0.000484375,99.10945819,0.0014,0.000480061,3.855452779,8,1.210598792,0.187159375,263.9492913,1.49415,0.494005844,4.059635945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,9.836115188,0.002042692,178.0986017,0.027175,0.003638006,12.81618375,13,1.967223038,0.001388462,190.2601487,0.009275,0.002641689,7.443229276,1,0.151324849,1.00E-04,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66083,1312,1.43974,0.783738,1.293724,0.092070285,0.525255,0.06282248,-0.526117,0.67,4,0,0.23455,90.62997,0,0,8.03686,1.09257,0.00605,0,0
33154,19610,YES,0,VEG,0.766355267,0.447191528,0.376471309,4,0.619939094,0.313721193,0,0,0,0,0,0,0,59,9.17017672,0.001811441,158.4393916,0.012025,0.002870036,11.60843613,23,3.574814654,0.057254348,462.1200023,1.2982,0.264583794,6.025929279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.175974137,0.012346429,168.7378936,0.078475,0.020833104,6.837003172,14,2.175974137,0.00085,77.9035108,0.002675,0.00066218,5.47727352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64339,1758,1.955135,0.577136,1.349708,0.12476789,0.568444,0.096524444,-0.584462,0,0,0,6.64449,81.86947,0,0,10.7462,0.73983,0,0,0
33166,19620,0,0,AGRI,0.746237813,0.32074507,0.210580825,3,0.352374475,0.189886425,0,0,0,0,0,0,0,44,8.428472914,0.003039773,171.6546572,0.0273,0.005217911,12.91293816,5,0.957781013,0.233405,199.4698811,1.16425,0.465572676,6.169643557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.149337216,0.000720833,58.90567641,0.001375,0.000424612,3.459300942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52204,1544,1.906297,0.591922,1.351779,0.066583342,0.67696,0.066603752,-0.664596,0,0,0,10.24826,89.42035,0,0,0,0.33139,0,0,0
33171,19622,0,0,AGRI,1.066766596,0.230490561,0.143226502,4,0.319527765,0.133442231,0,0,0,0,0,0,0,18,9.191645815,0.000652778,175.6044982,0.004925,0.001146307,6.411591896,3,1.531940969,0.151725,141.398054,0.4551,0.214536197,2.84585015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.531940969,0.006366667,65.55932427,0.0101,0.004173944,3.527426201,4,2.042587959,0.0008875,35.49183991,8.00E-04,0.00031499,2.517544075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19583,844,1.701367,0.663219,1.363665,0.126458055,0.570959,0.105611895,-0.579552,0,0,0,2.40004,92.9735,0,0,3.90134,0.72512,0,0,0
33173,19628,0,0,AGRI,0.98305082,0.494811813,0.857675129,7,0.962859329,0.575852976,0,0,0,0,0,0,0,276,2.659389959,0.007721558,539.2147177,0.653975,0.041635777,28.80441046,149,1.435685159,0.086092282,999.4610649,10.49325,0.860458837,22.59963215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,2.216158299,0.046911848,775.7131918,4.14155,0.363901392,19.90092656,154,1.483862513,0.000814773,92.89221963,0.00815,0.00075686,19.59915223,9,0.086719238,0.003608333,168.6431,0.0198,0.006085205,4.189598175,3,0.028906413,0.001191667,81.14901779,0.002175,0.000967026,2.885034935,4,0.038541883,0.0089125,109.7388299,0.024625,0.009780473,2.767301813,1037832,6014,1.66531,0.677579,1.256344,0.164508092,0.397954,0.1059352,-0.476636,8.07,2868,0,8.21385,49.44056,0,0,41.58563,0.4836,0.12516,0.01378,0.1374
33230,19664,YES,0,PLAN,0.7383638,0.587911317,0.688820949,6,1.053395669,0.497832199,1,0.828088771,0.0027,0,0,0,1.78016333,2,1.656177542,0.0105375,94.30604982,0.019875,0.0099375,2.531474469,2,1.656177542,0.01705,99.85337243,0.03405,0.017025,3.073184799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.484266313,0.069441667,113.8323951,0.179725,0.079047112,3.960113294,6,4.968532627,0.001691667,47.8771106,0.002525,0.000809921,4.615512503,2,1.656177542,0.012775,70.05870841,0.0179,0.00895,2.25220049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12076,644,1.653177,0.682552,1.376256,0.124880425,0.194233,0.106861351,-0.326311,3.04,1022,0.89434,6.98079,11.29513,0,0,69.00464,3.36204,8.46307,0,0
33342,19719,YES,0,PLAN,0.729000756,0.62536772,0.987173194,7,1.216909394,0.627371448,3,0.733084085,0.001416667,20.79725827,0.000625,0.000294628,3.719780196,3,0.733084085,0.00075,9.428090416,0.00015,7.07E-05,2.898754522,14,3.421059062,0.01625,214.0995416,0.136225,0.034791176,5.016042944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7.575202209,0.017866129,503.589565,0.509975,0.089971961,7.239210467,27,6.597756763,0.001455556,100.2004721,0.0057,0.001458474,11.28669447,16,3.909781785,0.01070625,157.0258593,0.05925,0.016811581,8.486676571,2,0.488722723,0.0123125,24.06091371,0.005925,0.0029625,2.230385458,0,0,0,0,0,0,0,40923,1200,1.673372,0.674314,1.335301,0.155858447,0.173443,0.1415407,-0.303556,3.61,7837,0.41541,0.21993,22.23688,0,0,54.13582,3.84136,16.74364,2.40696,0
33348,19725,YES,0,PLAN,0.761560498,0.574964993,0.76208644,6,1.030198971,0.533308314,2,0.356563442,0.0024,1.041666667,5.00E-05,2.50E-05,2.453738644,10,1.782817208,0.0008175,150.706206,0.0038,0.001232023,3.345657645,17,3.030789253,0.015439706,237.7219388,0.138775,0.036703568,5.109080177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.139380649,0.07541875,310.1541331,0.8502,0.23391437,9.392133754,61,10.87518497,0.000995082,95.9579758,0.006625,0.000954861,14.1045899,17,3.030789253,0.009476471,94.74874904,0.030725,0.008978837,8.975449739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56091,1440,1.715185,0.657876,1.330147,0.150720059,0.133271,0.12131388,-0.311678,2.49,6444,0.3423,0.58298,18.7178,0,0,64.53977,4.32868,11.48847,0,0
33383,23509,0,0,AGRI,1.565329171,0.195579934,0.211742947,7,0.380580978,0.190827329,0,0,0,0,0,0,0,34,0.498715075,0.003889706,263.0734961,0.052925,0.010232785,7.933192217,109,1.598821859,0.014858716,602.3484035,0.892175,0.089501236,15.05734093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1.173447236,0.190565,882.1339235,15.131925,1.681038511,6.456635692,37,0.542719347,0.000627027,139.4269134,0.0048,0.000874244,8.781117697,4,0.058672362,0.00176875,67.95761334,0.002925,0.001202,3.626073619,3,0.044004271,0.001391667,28.68007189,0.000975,0.000399131,3.056601769,4,0.058672362,0.003075,61.09202978,0.004675,0.00187858,2.840259349,681752,5788,1.977472,0.570617,1.289945,0.109611964,0.22603,0.080068471,-0.339729,11.3,942,0,0.77594,9.50258,0,0,89.44719,0.13612,0.04151,0.0245,0.07217
33383,23509,0,0,AGRI,1.062001314,0.407285781,0.50885159,6,0.729758156,0.39881441,1,0.071582986,0.000375,0,0,0,1.290994449,44,3.149651391,0.003422159,175.5558604,0.0333,0.006007801,11.54520312,14,1.002161806,0.191026786,354.0710527,2.629375,0.676370551,8.706078629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4.724477086,0.010611364,512.8724664,0.4379,0.054422762,12.4870176,6,0.429497917,0.000629167,42.76012836,0.000875,0.000269032,3.417911527,15,1.073744792,0.002783333,169.9767866,0.017675,0.004731021,8.197597136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139698,2140,1.615153,0.69862,1.294574,0.138187589,0.475587,0.086984481,-0.504951,2.86,771,0.01074,4.27279,75.94167,0,0,19.12339,0.0995,0.5519,0,0
33383,23509,0,0,AGRI,1.429819617,0.202002478,0.17379501,6,0.361939853,0.159530832,0,0,0,0,0,0,0,275,0.936240969,0.002477818,259.2966108,0.06235,0.006424899,29.80424851,111,0.3779009,0.604910586,973.3752686,62.201025,5.888050037,12.20679015,1,0.003404513,0.37265,0,0,0,2.858543915,0,0,0,0,0,0,0,264,0.89879133,0.018065152,585.4009744,1.29915,0.105753573,28.95002196,654,2.226551249,0.00070302,69.23150903,0.0045,0.000486711,38.08620088,3,0.010213538,0.001283333,64.30210994,0.001775,0.00082521,2.175722003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937278,8204,1.350356,0.835616,1.210284,0.107070883,0.55103,0.092918554,-0.56991,1.83,154,0,0.92793,91.4385,0.50748,0,6.49472,0.62612,0.00524,0,0
33383,23509,0,0,AGRI,0.981122989,0.452424834,0.745768329,6,0.81063648,0.525630312,9,0.125662872,0.000972222,57.79767667,0.00185,0.000561922,6.387543682,89,1.242666175,0.005195225,355.3182201,0.163975,0.01845958,16.81663108,70,0.977377891,0.132282857,472.8246852,4.387325,0.625466003,18.06445792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,3.197421956,0.036362773,877.5933452,4.30495,0.319117275,18.51131711,27,0.376988615,0.001051852,110.9530732,0.00565,0.001167062,8.025610964,2,0.027925083,0.0036125,32.87197232,0.002375,0.0011875,3.264705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716202,8306,2.768657,0.407555,1.338811,0.129479764,0.374914,0.075076221,-0.433394,3.12,248,0.04566,2.58028,51.21935,0,0,45.96175,0.15834,0.03463,0,0
33383,23509,0,0,AGRI,1.407460074,0.214481576,0.185216109,6,0.384299396,0.169075306,1,0.004352246,0.0356,0,0,0,2.504244992,259,1.127231832,0.005173069,629.6157213,0.50535,0.032570459,27.57864072,149,0.648484722,0.35162198,816.4248873,26.88315,2.870729353,11.45310887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,1.118527339,0.013492412,749.344302,1.1553,0.101104624,29.04997474,371,1.614683435,0.000861253,131.1852608,0.01465,0.001129837,28.19029665,6,0.026113479,0.011129167,196.5308822,0.05985,0.021872249,5.920855777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297664,9808,1.825292,0.618191,1.25496,0.098291793,0.549961,0.079546559,-0.560244,2.68,1958,0.06198,2.2784,91.06928,0,0,5.95039,0.55474,0.08522,0,0
33383,23511,0,0,AGRI,1.565329171,0.195579934,0.211742947,7,0.380580978,0.190827329,0,0,0,0,0,0,0,34,0.498715075,0.003889706,263.0734961,0.052925,0.010232785,7.933192217,109,1.598821859,0.014858716,602.3484035,0.892175,0.089501236,15.05734093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1.173447236,0.190565,882.1339235,15.131925,1.681038511,6.456635692,37,0.542719347,0.000627027,139.4269134,0.0048,0.000874244,8.781117697,4,0.058672362,0.00176875,67.95761334,0.002925,0.001202,3.626073619,3,0.044004271,0.001391667,28.68007189,0.000975,0.000399131,3.056601769,4,0.058672362,0.003075,61.09202978,0.004675,0.00187858,2.840259349,681752,5788,1.977472,0.570617,1.289945,0.109611964,0.22603,0.080068471,-0.339729,11.3,942,0,0.77594,9.50258,0,0,89.44719,0.13612,0.04151,0.0245,0.07217
33383,23511,0,0,AGRI,1.062001314,0.407285781,0.50885159,6,0.729758156,0.39881441,1,0.071582986,0.000375,0,0,0,1.290994449,44,3.149651391,0.003422159,175.5558604,0.0333,0.006007801,11.54520312,14,1.002161806,0.191026786,354.0710527,2.629375,0.676370551,8.706078629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4.724477086,0.010611364,512.8724664,0.4379,0.054422762,12.4870176,6,0.429497917,0.000629167,42.76012836,0.000875,0.000269032,3.417911527,15,1.073744792,0.002783333,169.9767866,0.017675,0.004731021,8.197597136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139698,2140,1.615153,0.69862,1.294574,0.138187589,0.475587,0.086984481,-0.504951,2.86,771,0.01074,4.27279,75.94167,0,0,19.12339,0.0995,0.5519,0,0
33383,23511,0,0,AGRI,1.429819617,0.202002478,0.17379501,6,0.361939853,0.159530832,0,0,0,0,0,0,0,275,0.936240969,0.002477818,259.2966108,0.06235,0.006424899,29.80424851,111,0.3779009,0.604910586,973.3752686,62.201025,5.888050037,12.20679015,1,0.003404513,0.37265,0,0,0,2.858543915,0,0,0,0,0,0,0,264,0.89879133,0.018065152,585.4009744,1.29915,0.105753573,28.95002196,654,2.226551249,0.00070302,69.23150903,0.0045,0.000486711,38.08620088,3,0.010213538,0.001283333,64.30210994,0.001775,0.00082521,2.175722003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937278,8204,1.350356,0.835616,1.210284,0.107070883,0.55103,0.092918554,-0.56991,1.83,154,0,0.92793,91.4385,0.50748,0,6.49472,0.62612,0.00524,0,0
33383,23511,0,0,AGRI,0.981122989,0.452424834,0.745768329,6,0.81063648,0.525630312,9,0.125662872,0.000972222,57.79767667,0.00185,0.000561922,6.387543682,89,1.242666175,0.005195225,355.3182201,0.163975,0.01845958,16.81663108,70,0.977377891,0.132282857,472.8246852,4.387325,0.625466003,18.06445792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,3.197421956,0.036362773,877.5933452,4.30495,0.319117275,18.51131711,27,0.376988615,0.001051852,110.9530732,0.00565,0.001167062,8.025610964,2,0.027925083,0.0036125,32.87197232,0.002375,0.0011875,3.264705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716202,8306,2.768657,0.407555,1.338811,0.129479764,0.374914,0.075076221,-0.433394,3.12,248,0.04566,2.58028,51.21935,0,0,45.96175,0.15834,0.03463,0,0
33383,23511,0,0,AGRI,1.407460074,0.214481576,0.185216109,6,0.384299396,0.169075306,1,0.004352246,0.0356,0,0,0,2.504244992,259,1.127231832,0.005173069,629.6157213,0.50535,0.032570459,27.57864072,149,0.648484722,0.35162198,816.4248873,26.88315,2.870729353,11.45310887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,1.118527339,0.013492412,749.344302,1.1553,0.101104624,29.04997474,371,1.614683435,0.000861253,131.1852608,0.01465,0.001129837,28.19029665,6,0.026113479,0.011129167,196.5308822,0.05985,0.021872249,5.920855777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297664,9808,1.825292,0.618191,1.25496,0.098291793,0.549961,0.079546559,-0.560244,2.68,1958,0.06198,2.2784,91.06928,0,0,5.95039,0.55474,0.08522,0,0
33383,23456,0,0,AGRI,1.565329171,0.195579934,0.211742947,7,0.380580978,0.190827329,0,0,0,0,0,0,0,34,0.498715075,0.003889706,263.0734961,0.052925,0.010232785,7.933192217,109,1.598821859,0.014858716,602.3484035,0.892175,0.089501236,15.05734093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1.173447236,0.190565,882.1339235,15.131925,1.681038511,6.456635692,37,0.542719347,0.000627027,139.4269134,0.0048,0.000874244,8.781117697,4,0.058672362,0.00176875,67.95761334,0.002925,0.001202,3.626073619,3,0.044004271,0.001391667,28.68007189,0.000975,0.000399131,3.056601769,4,0.058672362,0.003075,61.09202978,0.004675,0.00187858,2.840259349,681752,5788,1.977472,0.570617,1.289945,0.109611964,0.22603,0.080068471,-0.339729,11.3,942,0,0.77594,9.50258,0,0,89.44719,0.13612,0.04151,0.0245,0.07217
33383,23456,0,0,AGRI,1.062001314,0.407285781,0.50885159,6,0.729758156,0.39881441,1,0.071582986,0.000375,0,0,0,1.290994449,44,3.149651391,0.003422159,175.5558604,0.0333,0.006007801,11.54520312,14,1.002161806,0.191026786,354.0710527,2.629375,0.676370551,8.706078629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4.724477086,0.010611364,512.8724664,0.4379,0.054422762,12.4870176,6,0.429497917,0.000629167,42.76012836,0.000875,0.000269032,3.417911527,15,1.073744792,0.002783333,169.9767866,0.017675,0.004731021,8.197597136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139698,2140,1.615153,0.69862,1.294574,0.138187589,0.475587,0.086984481,-0.504951,2.86,771,0.01074,4.27279,75.94167,0,0,19.12339,0.0995,0.5519,0,0
33383,23456,0,0,AGRI,1.429819617,0.202002478,0.17379501,6,0.361939853,0.159530832,0,0,0,0,0,0,0,275,0.936240969,0.002477818,259.2966108,0.06235,0.006424899,29.80424851,111,0.3779009,0.604910586,973.3752686,62.201025,5.888050037,12.20679015,1,0.003404513,0.37265,0,0,0,2.858543915,0,0,0,0,0,0,0,264,0.89879133,0.018065152,585.4009744,1.29915,0.105753573,28.95002196,654,2.226551249,0.00070302,69.23150903,0.0045,0.000486711,38.08620088,3,0.010213538,0.001283333,64.30210994,0.001775,0.00082521,2.175722003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937278,8204,1.350356,0.835616,1.210284,0.107070883,0.55103,0.092918554,-0.56991,1.83,154,0,0.92793,91.4385,0.50748,0,6.49472,0.62612,0.00524,0,0
33383,23456,0,0,AGRI,0.981122989,0.452424834,0.745768329,6,0.81063648,0.525630312,9,0.125662872,0.000972222,57.79767667,0.00185,0.000561922,6.387543682,89,1.242666175,0.005195225,355.3182201,0.163975,0.01845958,16.81663108,70,0.977377891,0.132282857,472.8246852,4.387325,0.625466003,18.06445792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,3.197421956,0.036362773,877.5933452,4.30495,0.319117275,18.51131711,27,0.376988615,0.001051852,110.9530732,0.00565,0.001167062,8.025610964,2,0.027925083,0.0036125,32.87197232,0.002375,0.0011875,3.264705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716202,8306,2.768657,0.407555,1.338811,0.129479764,0.374914,0.075076221,-0.433394,3.12,248,0.04566,2.58028,51.21935,0,0,45.96175,0.15834,0.03463,0,0
33383,23456,0,0,AGRI,1.407460074,0.214481576,0.185216109,6,0.384299396,0.169075306,1,0.004352246,0.0356,0,0,0,2.504244992,259,1.127231832,0.005173069,629.6157213,0.50535,0.032570459,27.57864072,149,0.648484722,0.35162198,816.4248873,26.88315,2.870729353,11.45310887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,1.118527339,0.013492412,749.344302,1.1553,0.101104624,29.04997474,371,1.614683435,0.000861253,131.1852608,0.01465,0.001129837,28.19029665,6,0.026113479,0.011129167,196.5308822,0.05985,0.021872249,5.920855777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297664,9808,1.825292,0.618191,1.25496,0.098291793,0.549961,0.079546559,-0.560244,2.68,1958,0.06198,2.2784,91.06928,0,0,5.95039,0.55474,0.08522,0,0
33383,23510,0,0,AGRI,1.565329171,0.195579934,0.211742947,7,0.380580978,0.190827329,0,0,0,0,0,0,0,34,0.498715075,0.003889706,263.0734961,0.052925,0.010232785,7.933192217,109,1.598821859,0.014858716,602.3484035,0.892175,0.089501236,15.05734093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1.173447236,0.190565,882.1339235,15.131925,1.681038511,6.456635692,37,0.542719347,0.000627027,139.4269134,0.0048,0.000874244,8.781117697,4,0.058672362,0.00176875,67.95761334,0.002925,0.001202,3.626073619,3,0.044004271,0.001391667,28.68007189,0.000975,0.000399131,3.056601769,4,0.058672362,0.003075,61.09202978,0.004675,0.00187858,2.840259349,681752,5788,1.977472,0.570617,1.289945,0.109611964,0.22603,0.080068471,-0.339729,11.3,942,0,0.77594,9.50258,0,0,89.44719,0.13612,0.04151,0.0245,0.07217
33383,23510,0,0,AGRI,1.062001314,0.407285781,0.50885159,6,0.729758156,0.39881441,1,0.071582986,0.000375,0,0,0,1.290994449,44,3.149651391,0.003422159,175.5558604,0.0333,0.006007801,11.54520312,14,1.002161806,0.191026786,354.0710527,2.629375,0.676370551,8.706078629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4.724477086,0.010611364,512.8724664,0.4379,0.054422762,12.4870176,6,0.429497917,0.000629167,42.76012836,0.000875,0.000269032,3.417911527,15,1.073744792,0.002783333,169.9767866,0.017675,0.004731021,8.197597136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139698,2140,1.615153,0.69862,1.294574,0.138187589,0.475587,0.086984481,-0.504951,2.86,771,0.01074,4.27279,75.94167,0,0,19.12339,0.0995,0.5519,0,0
33383,23510,0,0,AGRI,1.429819617,0.202002478,0.17379501,6,0.361939853,0.159530832,0,0,0,0,0,0,0,275,0.936240969,0.002477818,259.2966108,0.06235,0.006424899,29.80424851,111,0.3779009,0.604910586,973.3752686,62.201025,5.888050037,12.20679015,1,0.003404513,0.37265,0,0,0,2.858543915,0,0,0,0,0,0,0,264,0.89879133,0.018065152,585.4009744,1.29915,0.105753573,28.95002196,654,2.226551249,0.00070302,69.23150903,0.0045,0.000486711,38.08620088,3,0.010213538,0.001283333,64.30210994,0.001775,0.00082521,2.175722003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937278,8204,1.350356,0.835616,1.210284,0.107070883,0.55103,0.092918554,-0.56991,1.83,154,0,0.92793,91.4385,0.50748,0,6.49472,0.62612,0.00524,0,0
33383,23510,0,0,AGRI,0.981122989,0.452424834,0.745768329,6,0.81063648,0.525630312,9,0.125662872,0.000972222,57.79767667,0.00185,0.000561922,6.387543682,89,1.242666175,0.005195225,355.3182201,0.163975,0.01845958,16.81663108,70,0.977377891,0.132282857,472.8246852,4.387325,0.625466003,18.06445792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,3.197421956,0.036362773,877.5933452,4.30495,0.319117275,18.51131711,27,0.376988615,0.001051852,110.9530732,0.00565,0.001167062,8.025610964,2,0.027925083,0.0036125,32.87197232,0.002375,0.0011875,3.264705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716202,8306,2.768657,0.407555,1.338811,0.129479764,0.374914,0.075076221,-0.433394,3.12,248,0.04566,2.58028,51.21935,0,0,45.96175,0.15834,0.03463,0,0
