,X1,gid,label,uncertain,heterogen,cat,map_6_shadowback_dominance,map_6_shadowback_pielou,map_6_shadowback_renyi,map_6_shadowback_richness,map_6_shadowback_shannon,map_6_shadowback_simpson,map_6_shadowback_cl_13_patchnum,map_6_shadowback_cl_13_patchdensity,map_6_shadowback_cl_13_mps,map_6_shadowback_cl_13_padcv,map_6_shadowback_cl_13_padrange,map_6_shadowback_cl_13_padsd,map_6_shadowback_cl_13_shape,map_6_shadowback_cl_14_patchnum,map_6_shadowback_cl_14_patchdensity,map_6_shadowback_cl_14_mps,map_6_shadowback_cl_14_padcv,map_6_shadowback_cl_14_padrange,map_6_shadowback_cl_14_padsd,map_6_shadowback_cl_14_shape,map_6_shadowback_cl_20_patchnum,map_6_shadowback_cl_20_patchdensity,map_6_shadowback_cl_20_mps,map_6_shadowback_cl_20_padcv,map_6_shadowback_cl_20_padrange,map_6_shadowback_cl_20_padsd,map_6_shadowback_cl_20_shape,map_6_shadowback_cl_30_patchnum,map_6_shadowback_cl_30_patchdensity,map_6_shadowback_cl_30_mps,map_6_shadowback_cl_30_padcv,map_6_shadowback_cl_30_padrange,map_6_shadowback_cl_30_padsd,map_6_shadowback_cl_30_shape,map_6_shadowback_cl_31_patchnum,map_6_shadowback_cl_31_patchdensity,map_6_shadowback_cl_31_mps,map_6_shadowback_cl_31_padcv,map_6_shadowback_cl_31_padrange,map_6_shadowback_cl_31_padsd,map_6_shadowback_cl_31_shape,map_6_shadowback_cl_41_patchnum,map_6_shadowback_cl_41_patchdensity,map_6_shadowback_cl_41_mps,map_6_shadowback_cl_41_padcv,map_6_shadowback_cl_41_padrange,map_6_shadowback_cl_41_padsd,map_6_shadowback_cl_41_shape,map_6_shadowback_cl_51_patchnum,map_6_shadowback_cl_51_patchdensity,map_6_shadowback_cl_51_mps,map_6_shadowback_cl_51_padcv,map_6_shadowback_cl_51_padrange,map_6_shadowback_cl_51_padsd,map_6_shadowback_cl_51_shape,map_6_shadowback_cl_111_patchnum,map_6_shadowback_cl_111_patchdensity,map_6_shadowback_cl_111_mps,map_6_shadowback_cl_111_padcv,map_6_shadowback_cl_111_padrange,map_6_shadowback_cl_111_padsd,map_6_shadowback_cl_111_shape,map_6_shadowback_cl_112_patchnum,map_6_shadowback_cl_112_patchdensity,map_6_shadowback_cl_112_mps,map_6_shadowback_cl_112_padcv,map_6_shadowback_cl_112_padrange,map_6_shadowback_cl_112_padsd,map_6_shadowback_cl_112_shape,area,perimeter,compact_circle,compact_square,fd,ndvi_stddev,ndvi_median,ndwi_stddev,ndwi_median,mean_build_height,count_buildpixels,prop_13,prop_14,prop_20,prop_30,prop_31,prop_41,prop_51,prop_111,prop_112
511,674,24092,ACS,NA,NA,16399,0.704022977,0.638203759,0.958038954,7,1.241887172,0.616355507,0,0,0,0,0,0,0,5,3.382034632,0.041895,194.5494734,0.20485,0.081506502,7.37407716,2,1.352813853,0.0024375,69.23076923,0.003375,0.0016875,2.90026524,5,3.382034632,0.00061,19.67213115,0.000375,0.00012,4.074108572,2,1.352813853,0.002375,64.21052632,0.00305,0.001525,1.777416813,0,0,0,0,0,0,0,25,16.91017316,0.000882,74.82787051,0.002625,0.000659982,8.434773747,9,6.087662338,0.006094444,157.9311082,0.032025,0.009625024,5.550793056,12,8.116883117,0.005879167,250.3447559,0.054,0.014718185,6.334415744,14784,734,1.702924,0.662613,1.374503,0.05706939,0.0856635,0.045462874,-0.216242,2.74,5016,0,56.67614,1.31899,0.82522,1.28517,0,5.96591,14.84037,19.0882
515,679,24286,ACS,NA,NA,16537,0.506070204,0.717556841,1.078743466,6,1.285689265,0.659977493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.968116513,0.062208333,457.8746628,1.428075,0.284836197,8.734464009,48,3.936233025,0.017541667,496.7501513,0.609525,0.087138256,9.426708153,7,0.574033983,0.007264286,81.86456345,0.016275,0.005946876,3.381383035,0,0,0,0,0,0,0,38,3.116184478,0.001254605,84.89392312,0.00465,0.001065084,11.85045451,5,0.410024273,0.085225,75.61806326,0.157875,0.064445494,2.780405393,19,1.558092239,0.009944737,204.0441199,0.09075,0.020291651,6.383950918,121944,1576,1.273125,0.886307,1.257356,0.11590459,0.145406,0.099873033,-0.254186,4.04,24603,0,0,48.9733,27.61924,1.66798,0,1.56383,13.97773,6.19793
518,683,24392,ACS,YES,NA,16615,0.605759656,0.708691183,1.274867244,8,1.473681885,0.720531933,0,0,0,0,0,0,0,1,0.090145314,0.0188,0,0,0,2.789667962,17,1.532470342,0.053533824,341.2333013,0.780975,0.182675233,13.56162623,38,3.425521941,0.027653947,316.6829322,0.497625,0.087575331,11.27928009,17,1.532470342,0.002688235,104.7153698,0.011675,0.002814996,5.414556622,1,0.090145314,0.007425,0,0,0,2.756229553,115,10.36671114,0.001178696,117.2723457,0.010025,0.001382284,20.33021838,14,1.262034399,0.027383929,123.6586199,0.12705,0.033862588,5.394293498,51,4.597411027,0.004343627,201.2778856,0.0545,0.008742761,11.65373825,110932,2400,2.032722,0.555108,1.340009,0.159737155,0.161854,0.118210953,-0.266209,3.89,24196,0,0.67789,32.8156,37.89168,1.64786,0.26773,4.88768,13.82378,7.98778
532,698,24830,ACS,NA,NA,16920,0.547902851,0.694209596,0.936321544,6,1.243856618,0.607932611,0,0,0,0,0,0,0,4,3.87409201,0.011875,167.6344129,0.046325,0.019906587,4.416252877,6,5.811138015,0.0034125,114.2228859,0.011075,0.003897856,5.468552565,7,6.779661017,0.003914286,127.5339885,0.0127,0.004992045,4.349679072,1,0.968523002,0.0065,0,0,0,1.488416815,0,0,0,0,0,0,0,8,7.748184019,0.00073125,54.13030439,0.0013,0.000395828,4.674101221,0,0,0,0,0,0,0,6,5.811138015,0.025066667,189.0267324,0.13065,0.047382701,3.693777338,10325,624,1.732346,0.651359,1.392756,0.114533677,0.0701019,0.087540422,-0.166097,0.1,6016,0,18.40194,7.9322,10.61501,2.51816,0,2.26634,0,58.26634
542,710,25145,ACS,NA,YES,17136,0.714416537,0.674855022,1.151038879,9,1.48280804,0.683692007,1,0.364763815,0.001275,0,0,0,1.890378113,5,1.823819077,0.02776,117.4628991,0.091375,0.032607701,6.683510182,6,2.188582893,0.05755,140.6605659,0.176725,0.080950156,10.18511333,6,2.188582893,0.001854167,112.7474204,0.006,0.002090525,3.342020515,3,1.094291446,0.004141667,55.05950833,0.005025,0.002280381,2.354946846,1,0.364763815,0.00775,0,0,0,2.016264512,40,14.59055262,0.001449375,217.2626585,0.020375,0.003148951,9.531523242,5,1.823819077,0.013325,145.0143801,0.051,0.019323166,2.566653672,16,5.836221047,0.00275625,105.9558842,0.010525,0.002920409,6.642857143,27415,994,1.693508,0.666297,1.350786,0.081264629,0.100949,0.078038804,-0.217806,2.93,4429,0.18603,20.25169,50.38118,1.6232,1.81288,1.13077,8.45887,9.72096,6.43443
545,715,25296,ACS,NA,NA,17246,0.479748646,0.769289669,1.391347787,8,1.599692896,0.75126017,0,0,0,0,0,0,0,11,0.312876874,0.016034091,121.8289448,0.059775,0.019534164,7.244560999,29,0.824857214,0.077036207,273.4650214,0.979375,0.21066708,13.51632641,144,4.09584272,0.023291319,783.7442886,2.06345,0.182544386,17.89634768,138,3.925182606,0.010273732,352.1473712,0.338125,0.036178677,16.72960462,3,0.085330057,0.006791667,58.4317101,0.0097,0.003968487,3.117534026,279,7.935695269,0.001807706,128.5413056,0.018675,0.002323649,31.4041856,53,1.507497668,0.014306604,136.8883287,0.08905,0.019584071,9.471442231,57,1.621271077,0.005689035,140.8919468,0.040075,0.008015392,12.0071685,351576,3816,1.81549,0.621529,1.291596,0.18602065,0.275799,0.113061589,-0.318545,3.89,43301,0,2.00668,25.41755,38.15903,16.13051,0.23181,5.73816,8.62687,3.68939
549,721,25615,ACS,NA,NA,17489,0.919884847,0.527272702,0.691416872,7,1.026025303,0.499134097,0,0,0,0,0,0,0,3,0.324019571,0.082675,117.8206622,0.219375,0.097408232,4.477722073,7,0.756045665,0.225971429,240.1175768,1.55435,0.542597118,4.86007629,25,2.70016309,0.013331,297.1887913,0.2027,0.039618238,8.855884678,4,0.432026094,0.0005375,86.67276816,0.00125,0.000465866,2.210571851,0,0,0,0,0,0,0,45,4.860293562,0.001564444,123.7940296,0.00985,0.001936689,13.63396611,1,0.108006524,0.020325,0,0,0,1.525611607,11,1.18807176,0.005336364,115.8631547,0.020925,0.006182879,4.488592867,92587,1406,1.303483,0.865665,1.267675,0.078140792,0.0993733,0.047537752,-0.250247,2.08,3161,0,10.71533,68.33789,14.39835,0.09289,0,3.04146,0.87809,2.53599
550,723,25675,ACS,NA,NA,17526,0.679357658,0.620843272,0.77547897,6,1.112401812,0.539516829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.753373067,0.009002885,236.3514772,0.083875,0.021278451,9.843679672,16,2.925152656,0.055423438,365.0182309,0.83865,0.202305651,6.905158319,12,2.193864492,0.0033,79.57190517,0.008275,0.002625873,5.201070694,0,0,0,0,0,0,0,23,4.204906944,0.000865217,68.81991648,0.002825,0.000595442,8.595184611,3,0.548466123,0.02625,35.451179,0.021275,0.009305934,2.708247251,12,2.193864492,0.009029167,175.2532356,0.05575,0.015823907,4.27596307,54698,1274,1.536663,0.734305,1.310759,0.160544946,0.287813,0.125753767,-0.33991,2.25,7484,0,0,17.11763,64.84881,2.8959,0,1.45526,5.75889,7.92351
554,729,25822,ACS,NA,NA,17642,0.847208428,0.564620993,0.837126466,7,1.098701721,0.567047158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2.593544432,0.056827841,645.7360346,2.46305,0.366957846,10.17534464,63,3.713484073,0.019096429,239.6365842,0.2039,0.045762029,13.01456827,14,0.825218683,0.017475,187.629731,0.106725,0.032788295,6.808242156,1,0.058944192,0.00815,0,0,0,3.516939725,73,4.30292599,0.001162329,127.1531612,0.008425,0.001477938,15.37126717,8,0.471553533,0.016003125,43.98698335,0.019925,0.007039292,4.304010564,46,2.711432815,0.001567935,92.5480303,0.007075,0.001451093,9.913949523,169652,2288,1.567009,0.720085,1.284795,0.122062872,0.14137,0.069079622,-0.283608,2.78,8006,0,0,58.95421,28.36571,5.76828,0.19216,2.00057,3.01853,1.70054
560,739,26105,ACS,NA,NA,17835,0.584788763,0.699478024,1.025947716,7,1.361121386,0.641543411,0,0,0,0,0,0,0,4,1.241850357,0.00745625,44.07706027,0.0074,0.003286496,5.110042214,19,5.898789196,0.005353947,325.6392289,0.078875,0.017434553,7.830538833,12,3.725551071,0.000989583,65.6474256,0.002025,0.000649636,5.735393347,5,1.552312946,0.00902,104.6096259,0.0242,0.009435788,3.53161207,0,0,0,0,0,0,0,19,5.898789196,0.001506579,196.7668339,0.013775,0.002964448,6.117410189,3,0.931387768,0.047866667,69.57920142,0.075525,0.033305244,3.127095398,12,3.725551071,0.037041667,303.1499127,0.4082,0.11229178,4.814699091,32210,842,1.323463,0.852596,1.297834,0.104489896,0.0584416,0.082490302,-0.205446,2.16,23524,0,3.70382,12.63272,1.4747,5.60075,0,3.5548,17.83297,55.20025
561,741,26214,ACS,YES,YES,17922,0.764773284,0.651936679,1.044649358,9,1.432451293,0.648184841,2,0.144711518,0.0007375,22.03389831,0.000325,0.0001625,2.01792812,3,0.217067276,0.1281,141.2695594,0.383925,0.180966306,5.799141457,12,0.868269106,0.16,323.9001956,1.8786,0.518240313,13.37467983,94,6.801441327,0.005232979,208.8153467,0.0773,0.010927263,15.65539136,17,1.2300479,0.004789706,148.2195501,0.025325,0.007099281,5.195362059,12,0.868269106,0.02214375,136.289627,0.1151,0.030179634,5.145637464,41,2.966586111,0.000885366,68.77686469,0.00255,0.000608927,10.98277671,4,0.289423035,0.01860625,22.38681726,0.0116,0.004165347,3.674725979,54,3.907210975,0.003696296,175.1653598,0.039825,0.006474631,11.77909272,138206,2722,2.065474,0.546305,1.336395,0.120267777,0.0926143,0.104317516,-0.263933,2.14,10961,0.04269,11.12253,55.56922,14.23672,2.35663,7.69069,1.05061,2.15403,5.77688
571,761,26991,ACS,NA,NA,18453,0.518321579,0.7336354,1.233457976,7,1.42758857,0.708716418,0,0,0,0,0,0,0,1,0.157381177,0.000175,0,0,0,1.511857892,4,0.629524709,0.13825,156.1649341,0.511,0.215898021,8.935779008,41,6.452628266,0.004660976,171.3142491,0.0426,0.007984915,9.87075691,4,0.629524709,0.15264375,159.5112568,0.56925,0.243483964,7.323459637,0,0,0,0,0,0,0,49,7.711677683,0.001402041,114.9938275,0.0091,0.00161226,13.08626623,9,1.416430595,0.012258333,169.014434,0.06245,0.020718353,3.981609946,16,2.518098835,0.003414063,93.46643755,0.0115,0.003191003,6.385848556,63540,1152,1.289211,0.875248,1.274796,0.181671419,0.255797,0.111078624,-0.319588,4.37,6598,0,0.01102,34.81272,12.03022,38.4372,0,4.32483,6.94523,3.43878
574,764,27092,ACS,NA,NA,18511,0.340368596,0.845091576,1.737651619,9,1.856855981,0.824066926,3,0.229661555,0.000775,16.44845004,3.00E-04,0.000127475,3.318245423,9,0.688984666,0.031505556,203.0772381,0.211375,0.063980612,8.657372406,37,2.832492517,0.020241892,548.9898505,0.686725,0.111125932,10.69713085,72,5.51187733,0.005548264,329.8858682,0.141525,0.018302939,13.14393937,65,4.976000367,0.004686923,135.2358687,0.035225,0.006338401,10.4583543,4,0.306215407,0.00249375,159.438489,0.00935,0.003975997,3.078850972,159,12.17206244,0.001984434,161.0297406,0.029375,0.003195529,24.84796055,28,2.143507851,0.031596429,160.4861337,0.265575,0.050707887,9.185773422,63,4.822892664,0.005024206,176.3957094,0.058325,0.008862484,13.45969669,130627,1760,1.373698,0.821417,1.268761,0.158640848,0.0969131,0.104422139,-0.239409,3.71,48049,0.0712,8.68274,22.934,12.23254,9.32885,0.30545,9.66186,27.09088,9.69248
575,765,27119,ACS,NA,NA,18531,0.345528283,0.842743301,1.716991803,9,1.851696294,0.820394375,7,1.232090682,9.00E-04,54.0673693,0.001575,0.000486606,4.34659144,11,1.9361425,0.011018182,195.2758721,0.0731,0.021515851,6.197256826,13,2.288168409,0.017955769,197.9174664,0.1166,0.035537604,9.220915127,28,4.928362728,0.003348214,352.3791453,0.063875,0.011798409,8.238450502,17,2.992220227,0.009327941,114.3156028,0.0354,0.010663292,5.857392036,1,0.176012955,0.00065,0,0,0,1.666987149,109,19.18541205,0.001621789,177.0207938,0.0211,0.002870904,19.45552169,12,2.112155455,0.016083333,112.2912452,0.0631,0.018060175,6.885678236,34,5.984440455,0.012843382,238.9941303,0.157075,0.03069493,12.03061875,56814,1160,1.372857,0.82192,1.289089,0.150518052,0.0949721,0.107385437,-0.211055,3.29,25187,0.44355,8.53311,16.43433,6.60049,11.1645,0.04576,12.44588,13.5882,30.74418
576,766,27141,ACS,NA,NA,18543,0.32117436,0.845547781,1.593729394,8,1.758267182,0.796833491,2,0.228827716,0.0053875,91.64733179,0.009875,0.0049375,1.445049153,2,0.228827716,0.16825,99.98514116,0.33645,0.168225,4.451924555,20,2.288277156,0.035655,390.9851809,0.6418,0.139405766,11.71173058,63,7.208073042,0.004830952,176.1228401,0.035125,0.008508411,13.14622571,28,3.203588019,0.003182143,106.5160147,0.012825,0.003389492,8.057053152,0,0,0,0,0,0,0,67,7.665728473,0.002223507,194.1866305,0.03125,0.004317754,15.5645684,15,1.716207867,0.030551667,224.0416629,0.2403,0.068448462,6.207898951,29,3.318001876,0.004275,167.1741671,0.0368,0.007146696,9.911933245,87402,1420,1.354948,0.832784,1.275837,0.127509395,0.102317,0.10779782,-0.243224,9.9,23290,0.49312,15.40011,32.63541,13.92874,4.07771,0,6.81792,20.9732,5.67378
577,767,27165,ACS,NA,NA,18504,0.695619317,0.683410005,1.205920233,9,1.50160526,0.70058366,1,0.132287381,0.00045,0,0,0,1.532064693,4,0.529149524,0.119975,161.9288815,0.456075,0.194274176,11.89826345,40,5.291495244,0.001059375,118.9421354,0.005825,0.001260043,8.974899446,31,4.100908814,0.004175806,224.7316499,0.0513,0.009384359,9.408223928,13,1.719735954,0.007851923,107.1119762,0.027425,0.00841035,4.937529161,1,0.132287381,0.003725,0,0,0,1.966156609,87,11.50900216,0.001682471,189.7032883,0.02715,0.003191703,16.29682507,10,1.322873811,0.0103475,156.9940434,0.0526,0.016244959,4.126832216,16,2.116598098,0.055125,261.8909426,0.541775,0.144367382,6.889218959,75593,1404,1.440527,0.78331,1.290306,0.125861281,0.0708535,0.086173519,-0.184152,1.54,39419,0.02381,25.39389,2.24227,6.84984,5.40129,0.19711,7.74543,5.47537,46.67099
578,768,27204,ACS,NA,NA,18568,0.342765406,0.835164683,1.575040902,8,1.736676136,0.793000914,6,1.014335948,0.001004167,55.26777812,0.00165,0.000554981,3.703900602,5,0.845279957,0.04762,124.7745999,0.15995,0.059417664,6.619464001,15,2.53583987,0.007238333,284.7195494,0.0834,0.02060895,7.002881713,28,4.733567758,0.001108929,84.74631934,0.00365,0.000939776,9.307071403,23,3.888287801,0.005623913,215.6253485,0.05845,0.012126582,6.172623074,0,0,0,0,0,0,0,96,16.22937517,0.001609896,138.3861529,0.0176,0.002227873,19.99982307,29,4.902623749,0.011142241,141.7147721,0.071375,0.015790202,8.765203978,34,5.747903706,0.014353676,386.2231825,0.3299,0.055437226,12.63978447,59152,1176,1.36401,0.827251,1.286851,0.136502689,0.0839498,0.099441885,-0.2,2.89,32446,0.40742,16.10089,7.3421,2.09968,8.74696,0,10.45104,21.85049,33.00142
582,773,27508,ACS,NA,NA,18733,0.381399713,0.816585509,1.491287922,8,1.698041829,0.77491742,1,0.499350844,0.0028,0,0,0,2.126050161,1,0.499350844,0.1798,0,0,0,3.891249703,11,5.492859283,0.003413636,131.3641786,0.013425,0.004484295,5.379861472,18,8.98831519,0.001286111,109.6473464,0.005975,0.001410187,6.720286974,11,5.492859283,0.011063636,150.6646393,0.0448,0.016668988,4.099121095,0,0,0,0,0,0,0,39,19.47468291,0.001386538,155.2519813,0.01235,0.002152628,10.62181393,10,4.993508439,0.006395,143.6591138,0.028375,0.009187,4.676068613,14,6.990911815,0.001258929,108.9192695,0.004475,0.001371216,5.856468812,20026,718,1.431273,0.788375,1.327938,0.188707571,0.139643,0.128371532,-0.227565,6.48,3263,0.55927,35.91331,7.50025,4.62399,24.3084,0,10.80096,12.77339,3.52042
583,774,27583,ACS,NA,NA,18728,0.51128223,0.767305429,1.479239818,9,1.685942347,0.7721892,7,0.568357123,0.000760714,60.89909501,0.0015,0.000463268,3.905575646,10,0.811938747,0.11437,266.7791109,1.02735,0.305115269,13.25928698,17,1.38029587,0.003411765,211.7498826,0.026125,0.007224408,5.314910711,66,5.358795732,0.002318182,130.3521856,0.0158,0.003021801,15.72917365,42,3.410142739,0.010830952,167.5070564,0.111875,0.01814261,9.970899073,1,0.081193875,0.013825,0,0,0,2.104954115,180,14.61489745,0.001822222,157.522193,0.02185,0.002870404,24.82919701,44,3.572530488,0.015163068,295.8011599,0.2688,0.044852532,9.6809799,63,5.115214108,0.004049603,168.5377236,0.0394,0.006825109,11.25026974,123162,3516,2.826217,0.399254,1.393209,0.170558756,0.0937178,0.124470849,-0.191601,5.56,36892,0.17294,37.14457,1.8837,4.96907,14.77404,0.449,10.65264,21.66821,8.28583
584,775,27618,ACS,NA,NA,18786,0.311166948,0.840091821,1.435073188,7,1.634743201,0.761902062,0,0,0,0,0,0,0,8,5.025757005,0.01895625,250.7673609,0.144575,0.047536088,5.35407995,5,3.141098128,0.002795,113.3629099,0.0084,0.003168493,5.519561894,11,6.910415881,0.006940909,198.6593468,0.04825,0.013788765,4.496678903,5,3.141098128,0.00291,90.42862445,0.0073,0.002631473,3.626991691,0,0,0,0,0,0,0,13,8.166855133,0.001801923,142.431652,0.009225,0.002566509,6.550049492,2,1.256439251,0.0404625,37.22582638,0.030125,0.0150625,2.574935027,7,4.397537379,0.005296429,148.1287537,0.023525,0.007845534,5.063654154,15918,698,1.560653,0.723018,1.353608,0.138873047,0.0870871,0.103071521,-0.167315,7.01,4720,0,38.1078,3.51175,19.18583,3.65624,0,5.88642,20.33547,9.3165
585,777,27645,ACS,NA,NA,18799,1.250032203,0.357610523,0.329375625,7,0.695877946,0.280627248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.612572199,0.004359091,224.6316708,0.035025,0.009791899,5.183242832,11,1.612572199,0.131081818,311.8723016,1.4238,0.408807883,4.507443986,14,2.052364617,0.004196429,128.4895854,0.0157,0.005391974,5.641874217,1,0.146597473,0.034825,0,0,0,2.424783795,31,4.544521652,0.001958065,250.770304,0.02695,0.004910244,9.14261547,2,0.293194945,0.023175,62.02804746,0.02875,0.014375,2.299218947,6,0.879584836,0.002479167,80.81377645,0.005525,0.002003508,2.910716219,68214,1056,1.140571,0.989311,1.251031,0.164998466,0.405985,0.099741719,-0.405387,5.07,2449,0,0,2.81174,84.55156,3.44504,2.0421,3.55939,2.71792,0.87225
587,779,27666,ACS,NA,NA,18810,0.309493996,0.859143212,1.816657656,9,1.887730582,0.837431797,3,0.273960093,0.000783333,41.80187809,8.00E-04,0.000327448,2.68169524,5,0.456600155,0.05636,135.8968812,0.197375,0.076591482,7.732904862,25,2.283000776,0.015929,259.7186867,0.158725,0.04137059,11.72647439,57,5.20524177,0.00310614,210.8293145,0.038375,0.006548654,12.58397941,32,2.922240994,0.0151,145.2443951,0.107525,0.021931904,9.811172507,1,0.091320031,0.00355,0,0,0,1.80423992,139,12.69348432,0.002189928,172.007184,0.032,0.003766834,23.30873179,26,2.374320807,0.025773077,263.9646737,0.291825,0.068031818,8.480980789,69,6.301082142,0.006042754,320.9798901,0.159875,0.019396024,13.43468519,109505,1556,1.32644,0.850682,1.266813,0.180754863,0.117158,0.131250502,-0.206557,4.35,43482,0.08584,10.29359,14.54637,6.46728,17.65034,0.12967,11.11913,24.47742,15.23035
590,783,27753,ACS,NA,NA,18850,0.505898437,0.769755699,1.510022302,9,1.69132614,0.779094949,3,0.58719906,0.001066667,7.24501445,0.000175,7.73E-05,2.607456256,5,0.978665101,0.086495,73.41920756,0.158325,0.063503944,8.591479223,13,2.544529262,0.001025,64.05364292,0.0023,0.00065655,5.652582468,28,5.480524564,0.00195625,155.0554643,0.013,0.003033273,10.78872664,27,5.284791544,0.008844444,188.1067418,0.083825,0.016636996,6.855318638,2,0.39146604,0.007075,9.187279152,0.0013,0.00065,3.278584543,70,13.70131141,0.002063571,178.9780671,0.02695,0.00369334,15.79989638,17,3.327461343,0.017138235,212.5623008,0.1563,0.036429427,6.79457992,20,3.914660403,0.00423625,175.965092,0.03355,0.007454321,6.639168848,51090,1162,1.450218,0.778076,1.302034,0.185098232,0.106087,0.131460072,-0.198748,5.19,15043,0.25054,33.85986,1.04326,4.28851,18.69642,1.10785,11.30945,22.81073,6.63339
592,786,27801,ACS,NA,NA,18874,0.317522169,0.855489433,1.779491379,9,1.879702408,0.831276058,3,0.185267526,0.005216667,126.540765,0.014175,0.00660121,1.898481822,9,0.555802579,0.099969444,155.9735655,0.38815,0.155925907,10.50827308,45,2.779012895,0.007626667,219.6266634,0.0639,0.016750194,10.64723695,109,6.731386789,0.002614679,220.8685999,0.042725,0.005775005,18.02459394,55,3.396571316,0.01626,263.975491,0.303075,0.042922415,13.70714964,2,0.123511684,0.00565,40.26548673,0.00455,0.002275,2.516428323,216,13.33926189,0.001999074,167.9006245,0.034625,0.003356458,27.87183767,36,2.223210316,0.022061806,247.9712095,0.279525,0.054706926,9.094550577,57,3.520083,0.00654386,134.525344,0.0372,0.00880315,12.01007452,161928,2256,1.581515,0.71348,1.287438,0.189044135,0.126859,0.131189112,-0.224377,5.81,46689,0.38659,22.22531,8.47784,7.04017,22.0913,0.27914,10.66647,19.61921,9.21397
593,787,27803,ACS,NA,NA,18795,0.576496546,0.722763764,1.253586868,8,1.502944995,0.714521017,2,1.473513593,0.00065,84.61538462,0.0011,0.00055,2.981513555,7,5.157297576,0.012425,156.9691016,0.043275,0.019503411,4.23002891,4,2.947027186,0.00200625,127.9259128,0.006325,0.002566514,2.986078811,6,4.420540779,0.000529167,67.33549635,0.0011,0.000356317,3.860000816,10,7.367567966,0.0027775,173.3824065,0.01505,0.004815696,3.015150761,0,0,0,0,0,0,0,18,13.26162234,0.002079167,109.7598319,0.008175,0.00228209,9.201086166,5,3.683783983,0.02996,79.90269389,0.06395,0.023938847,4.747570702,14,10.31459515,0.001775,132.0128069,0.00715,0.002343227,5.043173764,13573,596,1.443123,0.781901,1.343075,0.140558312,0.0979532,0.12995805,-0.194785,7.54,6986,0.38311,25.63177,2.36499,0.93568,8.18537,0,11.02925,44.14647,7.32336
595,791,27916,ACS,NA,NA,18935,0.500618931,0.720599255,1.107265399,6,1.291140538,0.669538593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.650498625,0.007428125,182.8603009,0.038575,0.013583092,3.815033478,16,5.30099725,0.020584375,361.7190839,0.308875,0.074457613,5.223124259,12,3.975747938,0.022260417,200.0386404,0.16575,0.044529435,5.891556262,0,0,0,0,0,0,0,24,7.951495875,0.002065625,80.66879233,0.0075,0.001666315,9.555165361,2,0.662624656,0.0242,6.198347107,0.003,0.0015,2.193181818,1,0.331312328,7.00E-04,0,0,0,1.889822365,30183,974,1.581513,0.713481,1.334249,0.180303407,0.329268,0.096784503,-0.369547,3.79,1964,0,0,7.87529,43.64709,35.40072,0,6.56992,6.41421,0.09277
597,793,27978,ACS,NA,NA,18966,0.299697539,0.863601772,1.841045061,9,1.897527038,0.841348461,5,0.202626855,0.00073,23.4682763,0.000375,0.000171318,2.89662061,23,0.932083531,0.04738913,260.6159926,0.491425,0.123503653,14.95440587,45,1.823641691,0.014189444,329.7312366,0.2923,0.046787031,13.65949952,109,4.417265429,0.009741055,417.9157034,0.323,0.040709399,18.97761241,93,3.768859494,0.015073925,419.5816863,0.6044,0.063247428,13.16502903,5,0.202626855,0.000665,112.1435566,0.00175,0.000745755,3.42508438,375,15.19701409,0.001691267,139.6447204,0.02295,0.002361765,36.98285937,44,1.78311632,0.018950568,134.0423059,0.112225,0.025401779,9.732897678,104,4.214638574,0.00482524,193.8713617,0.053075,0.009354759,15.43980885,246759,5272,2.993877,0.376896,1.380485,0.190699921,0.16333,0.129536503,-0.244224,4.39,53426,0.05917,17.66825,10.35058,17.21153,22.7246,0.0539,10.28088,13.51643,8.13466
598,795,27995,ACS,NA,NA,18951,0.4043217,0.815985264,1.696142283,9,1.792902877,0.816610374,1,0.132039348,0.000725,0,0,0,1.485562705,10,1.320393477,0.0346675,198.5792553,0.222325,0.068842463,9.175579733,12,1.584472173,0.033291667,288.4030794,0.350925,0.096014192,8.543491034,39,5.149534561,0.001399359,110.5042423,0.007825,0.001546351,10.36971722,14,1.848550868,0.0245875,223.525354,0.214325,0.054959296,6.366040568,1,0.132039348,0.003175,0,0,0,3.32758691,82,10.82722651,0.001967378,129.8613409,0.0142,0.002554864,17.19768764,13,1.71651152,0.035763462,145.5704882,0.189675,0.052061046,5.569373354,28,3.697101736,0.004223214,157.4334271,0.02695,0.006648751,7.43729602,75735,1302,1.33462,0.845468,1.276664,0.182350686,0.102011,0.124376652,-0.217158,6.53,23327,0.03829,18.3099,21.09989,2.88242,18.1805,0.16769,8.5205,24.55536,6.24546
